,name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,car_age,company,full_name
4919,Swift Dzire VXi,231000,80000,Petrol,Individual,Manual,Third Owner,17.5,1298.0,85.8,5,15,Maruti,Maruti Swift Dzire VXi
4920,XUV500 W8 4WD,800000,120000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7,12,Mahindra,Mahindra XUV500 W8 4WD
4921,XUV300 W8,960000,20000,Petrol,Individual,Manual,First Owner,17.0,1197.0,108.6,5,6,Mahindra,Mahindra XUV300 W8
4922,Wagon R LXI Minor,120000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5,16,Maruti,Maruti Wagon R LXI Minor
4923,Wagon R VXI BS IV,270000,40000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5,13,Maruti,Maruti Wagon R VXI BS IV
4924,Ritz LXI,200000,100000,Petrol,Individual,Manual,Second Owner,21.1,1197.0,85.8,5,14,Maruti,Maruti Ritz LXI
4925,Swift VXI,328000,123000,Petrol,Individual,Manual,First Owner,18.6,1197.0,85.8,5,13,Maruti,Maruti Swift VXI
4926,Verna 1.6 SX CRDi (O),432000,77000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5,13,Hyundai,Hyundai Verna 1.6 SX CRDi (O)
4927,Polo 1.0 MPI Trendline BSIV,565000,7000,Petrol,Individual,Manual,First Owner,18.78,999.0,75.0,5,6,Volkswagen,Volkswagen Polo 1.0 MPI Trendline BSIV
4928,Eeco 5 Seater AC BSIV,390000,70000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5,8,Maruti,Maruti Eeco 5 Seater AC BSIV
4929,Figo 1.5D Titanium MT,600000,30000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5,8,Ford,Ford Figo 1.5D Titanium MT
4930,i20 1.4 CRDi Sportz,250000,120000,Diesel,Individual,Manual,Third Owner,23.0,1396.0,90.0,5,14,Hyundai,Hyundai i20 1.4 CRDi Sportz
4931,Spark 1.0 LT,165000,70000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5,14,Chevrolet,Chevrolet Spark 1.0 LT
4932,City 1.5 S MT,421000,105000,Petrol,Individual,Manual,First Owner,17.0,1497.0,118.0,5,14,Honda,Honda City 1.5 S MT
4933,Accent Executive,225000,109322,Petrol,Individual,Manual,Second Owner,16.36,1495.0,93.7,5,13,Hyundai,Hyundai Accent Executive
4934,Sunny Diesel XV,350000,120000,Diesel,Individual,Manual,First Owner,21.64,1461.0,84.8,5,12,Nissan,Nissan Sunny Diesel XV
4935,Compass 2.0 Limited,1757000,24000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5,7,Jeep,Jeep Compass 2.0 Limited
4936,Baleno Zeta 1.3,600000,70000,Diesel,Individual,Manual,Second Owner,27.39,1248.0,74.0,5,10,Maruti,Maruti Baleno Zeta 1.3
4937,Tiago NRG Petrol,515000,35000,Petrol,Individual,Manual,First Owner,24.0,1199.0,83.81,5,7,Tata,Tata Tiago NRG Petrol
4938,800 AC,80000,80000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4,26,Maruti,Maruti 800 AC
4939,SX4 S Cross 2015-2017 DDiS 200 Zeta,800000,70000,Diesel,Individual,Manual,Second Owner,23.65,1248.0,88.5,5,8,Maruti,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta
4940,Scorpio 2.6 SLX Turbo 7 Seater,120000,100000,Diesel,Individual,Manual,Fourth & Above Owner,10.5,2179.0,120.0,7,21,Mahindra,Mahindra Scorpio 2.6 SLX Turbo 7 Seater
4960,Wagon R Stingray VXI Optional,475000,40000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,8,Maruti,Maruti Wagon R Stingray VXI Optional
4961,Wagon R AMT VXI,400000,20000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5,10,Maruti,Maruti Wagon R AMT VXI
4962,Grande Punto 1.3 Dynamic (Diesel),300000,60000,Diesel,Individual,Manual,First Owner,20.3,1248.0,75.0,5,14,Fiat,Fiat Grande Punto 1.3 Dynamic (Diesel)
4963,Scorpio M2DI,400000,475000,Diesel,Individual,Manual,Third Owner,13.5,2179.0,115.0,5,14,Mahindra,Mahindra Scorpio M2DI
4964,Wagon R LX BSIII,235000,70000,Petrol,Individual,Manual,Second Owner,17.3,1061.0,64.0,5,16,Maruti,Maruti Wagon R LX BSIII
4965,Wagon R VXI BS IV,350000,40000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5,10,Maruti,Maruti Wagon R VXI BS IV
4966,Swift Dzire VDI,625000,34000,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.02,5,8,Maruti,Maruti Swift Dzire VDI
4967,XUV500 W6 2WD,525000,120000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7,11,Mahindra,Mahindra XUV500 W6 2WD
4968,Tigor 1.2 Revotron XZ,550000,10000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5,7,Tata,Tata Tigor 1.2 Revotron XZ
4969,Bolero 2011-2019 SLX,550000,80000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7,10,Mahindra,Mahindra Bolero 2011-2019 SLX
4970,City 2017-2020 GXi,200000,100000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5,19,Honda,Honda City 2017-2020 GXi
4971,Xylo D2,350000,120000,Diesel,Individual,Manual,First Owner,13.0,2489.0,95.0,8,14,Mahindra,Mahindra Xylo D2
4972,City 2017-2020 GXi,220000,100000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5,19,Honda,Honda City 2017-2020 GXi
4973,Grand i10 Sportz,412000,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5,9,Hyundai,Hyundai Grand i10 Sportz
4974,Wagon R LXI Minor,126000,52000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5,16,Maruti,Maruti Wagon R LXI Minor
4975,Swift Dzire VDI,430000,63000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5,12,Maruti,Maruti Swift Dzire VDI
4976,A-Star Vxi,130000,90000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5,16,Maruti,Maruti A-Star Vxi
4977,Tiago 1.2 Revotron XM,350000,60000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5,8,Tata,Tata Tiago 1.2 Revotron XM
4978,Alto LX,220000,35000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5,14,Maruti,Maruti Alto LX
4979,Bolero DI,380000,80000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7,14,Mahindra,Mahindra Bolero DI
4980,Figo Diesel ZXI,200000,110000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5,15,Ford,Ford Figo Diesel ZXI
4984,Swift Dzire VDI,620000,61000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5,8,Maruti,Maruti Swift Dzire VDI
4985,Omni Limited Edition,150000,66000,Petrol,Individual,Manual,First Owner,14.7,796.0,37.0,8,12,Maruti,Maruti Omni Limited Edition
4986,GO Plus Anniversary Edition,450000,80000,Petrol,Individual,Manual,First Owner,20.62,1198.0,67.0,7,7,Datsun,Datsun GO Plus Anniversary Edition
4987,Creta 1.6 CRDi SX Plus,1150000,27000,Diesel,Individual,Manual,Second Owner,19.67,1582.0,126.2,5,8,Hyundai,Hyundai Creta 1.6 CRDi SX Plus
4988,KUV 100 G80 K8 Dual Tone,500000,60000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6,7,Mahindra,Mahindra KUV 100 G80 K8 Dual Tone
4989,Wagon R VXI BS IV,246000,139000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5,14,Maruti,Maruti Wagon R VXI BS IV
4990,Eeco CNG 5 Seater AC BSIV,400000,60000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,5,8,Maruti,Maruti Eeco CNG 5 Seater AC BSIV
4991,800 AC,65000,10000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,17,Maruti,Maruti 800 AC
4992,Ecosport 1.5 Diesel Titanium,725000,30000,Diesel,Individual,Manual,First Owner,21.7,1498.0,98.96,5,9,Ford,Ford Ecosport 1.5 Diesel Titanium
4993,Verna 1.6 SX CRDI (O) AT,736000,125000,Diesel,Individual,Automatic,First Owner,22.32,1582.0,126.32,5,11,Hyundai,Hyundai Verna 1.6 SX CRDI (O) AT
4994,Swift Dzire VDI,700000,45000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5,7,Maruti,Maruti Swift Dzire VDI
4995,Spark 1.0 LT,150000,30000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5,14,Chevrolet,Chevrolet Spark 1.0 LT
4996,Alto LXi,180000,80500,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,15,Maruti,Maruti Alto LXi
4997,Etios Liva VXD,409999,200000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5,11,Toyota,Toyota Etios Liva VXD
4998,Bolero 2011-2019 SLX,550000,60000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7,12,Mahindra,Mahindra Bolero 2011-2019 SLX
4999,800 AC Uniq,50000,18000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,21,Maruti,Maruti 800 AC Uniq
5000,Zen D,80000,110000,Diesel,Individual,Manual,Second Owner,20.8,1527.0,58.0,5,19,Maruti,Maruti Zen D
5001,Alto LX,110000,90000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,20,Maruti,Maruti Alto LX
5002,City 2017-2020 GXi,180000,120000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5,19,Honda,Honda City 2017-2020 GXi
5009,Q7 3.0 TDI Quattro,1025000,120000,Diesel,Individual,Automatic,Third Owner,12.07,2967.0,241.4,7,16,Audi,Audi Q7 3.0 TDI Quattro
5010,Hexa XTA,1300000,40000,Diesel,Individual,Automatic,First Owner,17.6,2179.0,153.86,7,8,Tata,Tata Hexa XTA
5011,Ameo 1.5 TDI Comfortline,560000,18000,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,5,7,Volkswagen,Volkswagen Ameo 1.5 TDI Comfortline
5012,Vitara Brezza LDi Option,650000,70000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,8,Maruti,Maruti Vitara Brezza LDi Option
5013,XUV500 W7 BSIV,1150000,29000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7,7,Mahindra,Mahindra XUV500 W7 BSIV
5014,Baleno Delta 1.2,480000,65755,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5,9,Maruti,Maruti Baleno Delta 1.2
5015,EcoSport 1.5 Diesel Titanium BSIV,960000,2600,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5,6,Ford,Ford EcoSport 1.5 Diesel Titanium BSIV
5016,XUV500 AT W6 2WD,1050000,46000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7,8,Mahindra,Mahindra XUV500 AT W6 2WD
5017,EON Era Plus,310000,15000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5,8,Hyundai,Hyundai EON Era Plus
5018,Swift Dzire VDI,500000,60000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5,11,Maruti,Maruti Swift Dzire VDI
5019,Alto K10 VXI AGS Optional,350000,15500,Petrol,Individual,Automatic,First Owner,23.95,998.0,67.1,5,8,Maruti,Maruti Alto K10 VXI AGS Optional
5020,Amaze S i-Dtech,365000,120000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5,10,Honda,Honda Amaze S i-Dtech
5021,Lancer 2.0 GLd,165000,120000,Diesel,Individual,Manual,Third Owner,14.8,1998.0,68.0,5,17,Mitsubishi,Mitsubishi Lancer 2.0 GLd
5022,Spacio Gold-10/6 Str BSII,100000,120000,Diesel,Individual,Manual,Third Owner,14.6,2956.0,63.0,10,18,Tata,Tata Spacio Gold-10/6 Str BSII
5023,Bolero SLX,240000,80000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7,18,Mahindra,Mahindra Bolero SLX
5024,Marazzo M2 BSIV,925000,40000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,7,6,Mahindra,Mahindra Marazzo M2 BSIV
5025,Figo Aspire 1.2 Ti-VCT Trend,590000,15000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5,7,Ford,Ford Figo Aspire 1.2 Ti-VCT Trend
5026,Aria Pride,525000,110000,Diesel,Individual,Manual,Second Owner,13.7,2179.0,138.1,7,12,Tata,Tata Aria Pride
5027,Innova 2.5 G (Diesel) 8 Seater,720000,80000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8,11,Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater
5028,Duster 110PS Diesel RxL AMT,850000,50000,Diesel,Individual,Automatic,First Owner,19.6,1461.0,108.45,5,8,Renault,Renault Duster 110PS Diesel RxL AMT
5029,Scorpio VLS AT 2.2 mHAWK,490000,110000,Diesel,Individual,Automatic,First Owner,11.79,2179.0,120.0,8,15,Mahindra,Mahindra Scorpio VLS AT 2.2 mHAWK
5030,Amaze S i-Dtech,325000,100000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5,12,Honda,Honda Amaze S i-Dtech
5031,Verna CRDi 1.6 AT SX Option,1200000,20000,Diesel,Individual,Automatic,First Owner,22.0,1582.0,126.2,5,6,Hyundai,Hyundai Verna CRDi 1.6 AT SX Option
5032,Bolero 2011-2019 ZLX,450000,135000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7,13,Mahindra,Mahindra Bolero 2011-2019 ZLX
5033,Indigo CS LS (TDI) BS-III,300000,50700,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5,11,Tata,Tata Indigo CS LS (TDI) BS-III
5034,Polo Diesel Highline 1.2L,365000,70000,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5,12,Volkswagen,Volkswagen Polo Diesel Highline 1.2L
5035,New C-Class 200 K AT,500000,120000,Petrol,Individual,Automatic,First Owner,11.7,1796.0,178.0,5,18,Mercedes-Benz,Mercedes-Benz New C-Class 200 K AT
5036,Innova 2.5 VX (Diesel) 8 Seater,900000,112000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8,11,Toyota,Toyota Innova 2.5 VX (Diesel) 8 Seater
5037,Grand i10 1.2 CRDi Sportz,700000,35000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5,7,Hyundai,Hyundai Grand i10 1.2 CRDi Sportz
5038,Duster 110PS Diesel RxZ,880000,50000,Diesel,Individual,Manual,First Owner,19.6,1461.0,108.45,5,8,Renault,Renault Duster 110PS Diesel RxZ
5039,Innova 2.5 GX (Diesel) 7 Seater,700000,121000,Diesel,Individual,Manual,Third Owner,12.99,2494.0,100.6,7,11,Toyota,Toyota Innova 2.5 GX (Diesel) 7 Seater
5040,Scorpio 2009-2014 SLE 7S BSIII,380000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,7,16,Mahindra,Mahindra Scorpio 2009-2014 SLE 7S BSIII
5041,Corolla H2,150000,90000,Petrol,Individual,Manual,Third Owner,13.4,1794.0,125.0,5,19,Toyota,Toyota Corolla H2
5042,Zen Estilo LXI Green (CNG),235000,70000,CNG,Individual,Manual,Second Owner,26.3,998.0,67.1,5,11,Maruti,Maruti Zen Estilo LXI Green (CNG)
5043,KWID 1.0 RXT Optional,320000,20000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5,7,Renault,Renault KWID 1.0 RXT Optional
5044,Duster 85PS Diesel RxL,550000,60000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5,10,Renault,Renault Duster 85PS Diesel RxL
5045,5 Series 520d Luxury Line,3200000,40000,Diesel,Individual,Automatic,First Owner,18.12,1995.0,190.0,5,9,BMW,BMW 5 Series 520d Luxury Line
5046,Innova 2.5 VX (Diesel) 7 Seater,750000,440000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7,12,Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater
5047,TUV 300 T6 Plus,645000,60000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7,8,Mahindra,Mahindra TUV 300 T6 Plus
5048,Wagon R VXI BS IV,300000,110000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,10,Maruti,Maruti Wagon R VXI BS IV
5049,i20 Active 1.4,580000,152000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5,9,Hyundai,Hyundai i20 Active 1.4
5050,i20 1.2 Asta,220000,220000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197.0,80.0,5,14,Hyundai,Hyundai i20 1.2 Asta
5051,Bolero 2011-2019 ZLX BSIII,451000,70000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7,12,Mahindra,Mahindra Bolero 2011-2019 ZLX BSIII
5052,Nexon 1.2 Revotron XZ Plus,850000,50000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5,7,Tata,Tata Nexon 1.2 Revotron XZ Plus
5053,Swift Dzire VDi,300000,125000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5,14,Maruti,Maruti Swift Dzire VDi
5054,Figo 1.2P Trend MT,350000,60000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5,9,Ford,Ford Figo 1.2P Trend MT
5055,Eeco CNG HTR 5-STR,300000,90000,CNG,Individual,Manual,First Owner,21.94,1196.0,63.0,5,11,Maruti,Maruti Eeco CNG HTR 5-STR
5056,Eeco CNG HTR 5-STR,390000,30000,CNG,Individual,Manual,First Owner,21.94,1196.0,63.0,5,8,Maruti,Maruti Eeco CNG HTR 5-STR
5057,Innova 2.5 VX (Diesel) 8 Seater,1200000,90000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8,9,Toyota,Toyota Innova 2.5 VX (Diesel) 8 Seater
5058,Ameo 1.2 MPI Comfortline,550000,20000,Petrol,Individual,Manual,First Owner,17.0,1198.0,73.75,5,8,Volkswagen,Volkswagen Ameo 1.2 MPI Comfortline
5059,Swift VDI,300000,110000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5,13,Maruti,Maruti Swift VDI
5060,Vento Diesel Highline,300000,150000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5,13,Volkswagen,Volkswagen Vento Diesel Highline
5061,i20 1.4 CRDi Sportz,350000,110000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5,13,Hyundai,Hyundai i20 1.4 CRDi Sportz
5062,Creta 1.6 CRDi SX Option,880000,120000,Diesel,Individual,Manual,Second Owner,19.67,1582.0,126.2,5,10,Hyundai,Hyundai Creta 1.6 CRDi SX Option
5063,Accent Executive CNG,160000,120000,CNG,Individual,Manual,Second Owner,13.2,1495.0,93.7,5,15,Hyundai,Hyundai Accent Executive CNG
5064,Sumo GX,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,15.3,2956.0,83.8,7,13,Tata,Tata Sumo GX
5065,i20 Active 1.4 SX,660000,110000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5,9,Hyundai,Hyundai i20 Active 1.4 SX
5066,Zest Revotron 1.2T XMS,450000,40000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5,10,Tata,Tata Zest Revotron 1.2T XMS
5067,Polo GT TDI,400000,110000,Diesel,Individual,Manual,Second Owner,19.7,1598.0,103.6,5,13,Volkswagen,Volkswagen Polo GT TDI
5068,Scorpio S7 120,1300000,20000,Diesel,Individual,Manual,First Owner,16.36,2179.0,120.0,7,6,Mahindra,Mahindra Scorpio S7 120
5069,Figo Diesel Celebration Edition,229999,230000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5,12,Ford,Ford Figo Diesel Celebration Edition
5070,Beat LT,140000,60000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5,15,Chevrolet,Chevrolet Beat LT
5071,Zen Estilo LXI BS IV,195000,35000,Petrol,Individual,Manual,Second Owner,19.0,998.0,67.1,5,13,Maruti,Maruti Zen Estilo LXI BS IV
5072,i20 Active Base Petrol,500000,45000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5,10,Hyundai,Hyundai i20 Active Base Petrol
5073,Nano Cx BSIII,60000,45000,Petrol,Individual,Manual,First Owner,25.4,624.0,38.0,4,13,Tata,Tata Nano Cx BSIII
5074,Zest Revotron 1.2T XM,400000,25000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5,9,Tata,Tata Zest Revotron 1.2T XM
5075,i20 Magna 1.2,400000,10000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,11,Hyundai,Hyundai i20 Magna 1.2
5076,Wagon R VXI Optional,380000,19000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,7,Maruti,Maruti Wagon R VXI Optional
5077,Baleno Delta 1.2,579000,10000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5,6,Maruti,Maruti Baleno Delta 1.2
5078,KUV 100 G80 K2,400000,25000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6,6,Mahindra,Mahindra KUV 100 G80 K2
5079,i10 Magna 1.2 iTech SE,270000,30000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5,13,Hyundai,Hyundai i10 Magna 1.2 iTech SE
5080,Bolero 2011-2019 SLX 2WD BSIII,500000,90000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7,11,Mahindra,Mahindra Bolero 2011-2019 SLX 2WD BSIII
5081,Tiago 1.2 Revotron XT,475000,20000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5,8,Tata,Tata Tiago 1.2 Revotron XT
5082,Terrano XL D Option,850000,48000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.14,5,7,Nissan,Nissan Terrano XL D Option
5083,Scorpio 2006-2009 VLX 2WD 7 Str BSIII,475000,120000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,7,16,Mahindra,Mahindra Scorpio 2006-2009 VLX 2WD 7 Str BSIII
5084,Swift Dzire Ldi BSIV,370000,210000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5,13,Maruti,Maruti Swift Dzire Ldi BSIV
5085,i10 Magna 1.1L,187000,200400,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5,15,Hyundai,Hyundai i10 Magna 1.1L
5086,i10 Magna,195000,110000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5,17,Hyundai,Hyundai i10 Magna
5087,Safari DICOR 2.2 LX 4x2,459999,38000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7,11,Tata,Tata Safari DICOR 2.2 LX 4x2
5088,Corolla AE,135000,90000,Petrol,Individual,Manual,Second Owner,13.4,1794.0,125.0,5,21,Toyota,Toyota Corolla AE
5089,Ertiga SHVS ZDI Plus,850000,43000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7,8,Maruti,Maruti Ertiga SHVS ZDI Plus
5090,Santro Asta BSIV,500000,25000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5,7,Hyundai,Hyundai Santro Asta BSIV
5091,Wagon R VXI BS IV,385000,26000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5,9,Maruti,Maruti Wagon R VXI BS IV
5092,Verna CRDi SX,135000,120000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5,19,Hyundai,Hyundai Verna CRDi SX
5093,Alto LXi,120000,70000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5,17,Maruti,Maruti Alto LXi
5094,Accord VTi-L MT,200000,60000,Petrol,Individual,Manual,Third Owner,11.9,2354.0,144.0,5,19,Honda,Honda Accord VTi-L MT
5095,New Safari 3L Dicor LX 4x2,200000,120000,Diesel,Individual,Manual,Second Owner,13.93,2956.0,138.1,7,18,Tata,Tata New Safari 3L Dicor LX 4x2
5096,Ciaz ZXi,700000,20000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5,9,Maruti,Maruti Ciaz ZXi
5097,Indigo CR4,290000,25000,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,5,12,Tata,Tata Indigo CR4
5098,Swift Dzire ZDI Plus,725000,60000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5,8,Maruti,Maruti Swift Dzire ZDI Plus
5099,Sumo EX 10/7 Str BSIII,200000,80000,Diesel,Individual,Manual,First Owner,12.2,1948.0,68.0,10,17,Tata,Tata Sumo EX 10/7 Str BSIII
5100,Omni E MPI STD BS IV,155000,80000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8,11,Maruti,Maruti Omni E MPI STD BS IV
5113,E-Class Exclusive E 200 BSIV,5200000,17000,Petrol,Dealer,Automatic,First Owner,15.0,1991.0,194.4,5,6,Mercedes-Benz,Mercedes-Benz E-Class Exclusive E 200 BSIV
5116,5 Series 520d Sport Line,4000000,10000,Diesel,Dealer,Automatic,First Owner,22.48,1995.0,187.74,5,7,BMW,BMW 5 Series 520d Sport Line
5117,Venue SX Plus Turbo DCT BSIV,1125000,3500,Petrol,Dealer,Automatic,First Owner,18.15,998.0,118.35,5,6,Hyundai,Hyundai Venue SX Plus Turbo DCT BSIV
5118,A4 35 TDI Premium Plus,1898999,46000,Diesel,Dealer,Automatic,First Owner,18.25,1968.0,187.74,5,9,Audi,Audi A4 35 TDI Premium Plus
5119,CR-V 2.4L 4WD AT AVN,1650000,52000,Petrol,Dealer,Automatic,First Owner,12.0,2354.0,187.4,5,8,Honda,Honda CR-V 2.4L 4WD AT AVN
5120,Swift VXI,280000,20000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5,14,Maruti,Maruti Swift VXI
5121,Tigor 1.2 Revotron XE,450000,25000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5,6,Tata,Tata Tigor 1.2 Revotron XE
5122,Esteem LX - BSIII,135000,70000,Petrol,Individual,Manual,Second Owner,15.9,1298.0,85.0,5,19,Maruti,Maruti Esteem LX - BSIII
5123,XUV500 W4,650000,40000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7,11,Mahindra,Mahindra XUV500 W4
5124,Baleno Delta,650000,7300,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5,5,Maruti,Maruti Baleno Delta
5125,Ciaz 1.3 Sigma,750000,25000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5,7,Maruti,Maruti Ciaz 1.3 Sigma
5126,Alto LXi,150000,100000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5,15,Maruti,Maruti Alto LXi
5127,KUV 100 mFALCON D75 K8,500000,35000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6,8,Mahindra,Mahindra KUV 100 mFALCON D75 K8
5128,Verna 1.6 SX,425000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5,12,Hyundai,Hyundai Verna 1.6 SX
5129,i10 Magna,260000,60000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5,15,Hyundai,Hyundai i10 Magna
5130,Polo 1.5 TDI Highline,400000,110000,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.8,5,11,Volkswagen,Volkswagen Polo 1.5 TDI Highline
5131,i20 2015-2017 Magna 1.4 CRDi,575000,70000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5,8,Hyundai,Hyundai i20 2015-2017 Magna 1.4 CRDi
